PMID,Sentence,label
39165939,"Glucose-6-Phosphate Dehydrogenase (G6PD), which plays a critical role in the pentose phosphate pathway and is associated with tumorigenesis, influences lung cancer progression by modulating clinical features, epigenetic regulation, immune responses, and signaling pathways, providing a theoretical foundation for its potential as a prognostic and therapeutic marker.",Compound-Complex Sentence
32190712,"Immunotherapy with immune checkpoint inhibitors can ameliorate lung cancer, and it can cause infectious diseases, including tuberculosis, while its efficacy in treating mycobacterial infection remains controversial.",Compound-Complex Sentence
34588799,"In this study, we found that a panel of nine genes can accurately predict sensitivity to cisplatin, which may provide individualized treatment recommendations to improve the prognosis of patients with lung cancer, and the final panel achieved an area under the curve (AUC) of 0.873 ± 0.004.",Compound-Complex Sentence
33159560,"This retrospective study included all lung cancer cases diagnosed by Stony Brook's Lung Cancer Evaluation Center, and it investigated demographic, radiologic, pathologic, and clinical variables, which helped determine the median times from diagnosis to treatment and identify factors influencing delays in care.",Compound-Complex Sentence
32299317,"Immune checkpoint inhibitors, which have demonstrated significant survival benefits in advanced non-small cell lung cancer, were administered to a 66-year-old man with lung adenocarcinoma for 80 cycles, but two months after discontinuation, he developed follicular lymphoma and pneumonitis, leading to progressive respiratory failure and death, marking the first reported case of follicular lymphoma following nivolumab treatment in the English literature",Compound-Complex Sentence
32953537,"Multidisciplinary care (MDT) for lung cancer improves clinical outcomes, as evidenced by studies using diverse data sources, but standardized data collection and linkage strategies are needed to optimize patient benefits and support real-time clinical audit and feedback.",Compound-Complex Sentence
34722241,"Bone metastasis is commonly observed in advanced lung cancer, and several biomarkers detected in serum, urine, and tumor tissue, which include bone resorption and formation markers, could provide valuable insights into predicting the progression and prognosis of the disease.",Compound-Complex Sentence
36345618,"Cytologic specimens, though underused, offer significant advantages for molecular testing in advanced non-small cell lung cancer (NSCLC), enabling the identification of targetable mutations and guiding immunotherapy, which is critical for optimizing diagnosis and biomarker studies in lung cancer management.",Compound-Complex Sentence
37286119,"Bufalin inhibits the proliferation of lung cancer cells by suppressing the Hippo-YAP pathway, and it promotes the binding of LATS and YAP to elevate YAP phosphorylation, which prevents YAP from entering the nucleus and activating downstream proliferation-related genes, suggesting that Bufalin can be a potential anticancer drug.",Compound-Complex Sentence
36879322,"""High postoperative PM(2.5) exposure immediately after lobectomy reduced the survival of patients
 with lung cancer, and patients living in areas with high PM(2.5) should be offered the opportunity
 to transfer to areas with better air quality after undergoing lobectomies to prolong their survival times.",Compound-Complex Sentence
37727388,"Non-platinum metallodrugs exhibit favorable safety but modest single-agent efficacy to date, and while platinum-based chemotherapy remains the standard-of-care for NSCLC, it has limitations including toxicity and resistance, whereas drug delivery approaches like nanoparticles show potential to enhance the therapeutic index.",Compound-Complex Sentence
38149238,"Our bibliometric analysis of 3330 publications on COPD and lung cancer comorbidity
 identified the USA as the leading contributor and mechanisms and risk factors 
as vital research hotspots, and it provided new guidance for future research by 
highlighting environmental pollution and pulmonary fibrosis as promising directions",Compound-Complex Sentence
35040922,"The introduction of low-dose computed tomography (LDCT) screening significantly increased the detection of early-stage lung cancers, and it also led to an overdiagnosis of these cancers, while the incidence of late-stage cancers remained unchanged.",Compound-Complex Sentence
32410473,"Our results showed that high mRNA-level expression of GPRC5a was associated with worse overall survival in lung cancer patients, and the mutation of the p53 gene led to upregulation of GPRC5a expression, which promoted cell proliferation in lung cancer cells.",Compound-Complex Sentence
35649074,"The NELSON study demonstrated a positive association between computed tomography scanning and reduced mortality associated with lung cancer, while the COPD-LUCSS-DLCO tool was designed to improve lung cancer screening selection for chronic obstructive pulmonary disease patients, which was assessed in this study.",Compound-Complex Sentence
32420060,"We conclude that approximately 16% of lung cancer cases among never smokers in China are potentially attributable to passive smoking, and this is slightly higher among women, with most cases occurring due to household exposure.",Compound-Complex Sentence
34104228,"Lurbinectedin, a newly approved second-line option for SCLC, covalently binds DNA and disrupts DNA-protein interactions, while it may also modulate the tumor microenvironment by inducing apoptosis of peripheral blood monocytes and tumor-associated macrophages.",Compound-Complex Sentence
35103558,"The analysis revealed that the core of the meaning of life for patients with advanced lung cancer is 'self-iteration,' which includes self-recognition and cherishing life, and the meaning of life is also embodied in three levels: the past, present, and future, with each level encompassing specific emotions and experiences.",Compound-Complex Sentence
39429653,"High levels of LUCAT1 promoted the proliferation, invasion, and migration of NSCLC cells, 
and mechanism studies showed that LUCAT1 was mainly located in the nucleus, which bound to P53 
and mediated the ubiquitinated degradation of P53",Compound-Complex Sentence
38204720,"This study tested the hypothesis that elderly patients undergoing lung cancer resection have greater rates of FTR, and although pneumonia was the most common complication, increasing age was associated with higher FTR rates, while unplanned reoperation and treatment by a thoracic surgeon reduced the risk.",Compound-Complex Sentence
35719973,"The cancer stem cell theory may be applied to lung cancer to explain the 
inefficiency of traditional treatments and eventual recurrence, and some researchers 
remain cautious about this theory because of the unclear accuracy and 
illusive biological function of cancer stem cells",Compound-Complex Sentence
39331632,"In this research, we aim to develop an ecologically considerate lung cancer therapy prototype model that maximizes resource utilization by leveraging recent advancements in computational intelligence, and we also propose an Internet of Medical Things (IoMT)-based, consumer-focused integrated framework to implement the suggested approach, providing patients with appropriate care.",Compound-Complex Sentence
37395506,"Recent findings show that approximately 10% of patients with idiopathic pulmonary fibrosis (IPF) develop lung cancer, and those with operable lung cancer who undergo surgical resection have improved survival, which highlights the importance of specific perioperative precautions.",Compound-Complex Sentence
36319580,"Our risk model can reasonably predict the risks of lung cancer in nonsmoking Chinese patients with l
ung nodules, and decision curve analyses supported the clinical value of this predictive nomogram 
when used at a lung cancer possibility threshold of 18%.",Compound-Complex Sentence
38292953,"This cancer has very low survival rates primarily due to its aggressive nature and propensity for early spread to abdominal organs and the skeletal system, and brain metastasis is observed at later stages of the disease, likely attributing to the high fatality rate after the disease progresses to the brain tissue.",Compound-Complex Sentence
38094015,"The most common subtype of lung cancer is non-small cell lung cancer (NSCLC), which has a poor prognosis and seriously threatens human health, and the multidisciplinary comprehensive treatment model has gradually become the mainstream of NSCLC treatment, reflecting its potential in improving patient outcomes.",Compound-Complex Sentence
33369949,"The majority of current smokers who were willing to be screened said they would also want to receive tobacco-use cessation counseling in parallel with screening, and 9% would decline, which suggests challenges in full participation.",Compound-Complex Sentence
39161616,"Lung cancer organoid (LCO) development methods can be divided into three broad categories based on the source of cells, which include cell lines, patient-derived xenografts, and patient tumor tissue/pleural effusion, and these methods can be further merged into six categories based on the source of cells, pre-treatment method, medium composition, and culture scaffold.",Compound-Complex Sentence
34656433,"Extensive-stage small cell lung cancer (SCLC) has a poor prognosis, and while immune checkpoint inhibitors combined with platinum-etoposide have modestly improved outcomes, emerging strategies such as dual checkpoint blockade, BiTE, CAR-T cell approaches, and novel drug combinations offer hope for better disease control.",Compound-Complex Sentence
34373089,"The identification of targetable genomic alterations in lung cancer is required as standard of care to guide optimal therapy selection, 
and several guideline statements on the topic are currently available to help pathologists
 and laboratory personnel best use the small specimens
 obtained from patients with lung cancer for ancillary molecular testing.",Compound-Complex Sentence
34815767,"Lung cancer is a leading cause of death worldwide, and while the diagnostic process and treatment options were considered for a patient diagnosed with early-stage pleomorphic lung cancer, the patient did not show favorable therapeutic effects after receiving radiotherapy and immunotherapy, and experienced secondary cutaneous adverse effects from pembrolizumab.",Compound-Complex Sentence
38670436,"Ionizing radiation induces senescence and EMT in lung cancer cells via the p53‑p21 
and TGFβ/SMAD pathways, compromising treatment efficacy, and gemcitabine overcomes 
these obstacles by promoting apoptosis in senescent cells and mitigating EMT,
 leading to significant tumor reduction and improved survival in preclinical models.",Compound-Complex Sentence
32164461,"Deregulation of CDK-dependent pathways is commonly found in both non-small cell and small cell lung cancer, and these derangements suggest vulnerabilities that can be exploited for clinical benefit, although the results of clinical trials of CDK inhibitors in lung cancer have thus far been disappointing.",Compound-Complex Sentence
35480076,"Perioperative dynamic breathomics identified 16 volatile organic compounds (VOCs), including aldehydes, hydrocarbons, ketones, carboxylic acids, and furan, as lung cancer biomarkers, with a diagnostic model achieving an area under the curve (AUC) of 0.952, sensitivity of 89.2%, and specificity of 89.1%, demonstrating its potential for noninvasive lung cancer detection.",Compound-Complex Sentence
39155211,"Exercise therapy, combining aerobic and resistance training, improves fitness, strength, and quality of life in lung cancer patients across the treatment continuum, but optimal prescription remains individualized, with safety and tolerability being key considerations due to symptoms like dyspnea.",Compound-Complex Sentence
37601329,"The study explored the knowledge and attitudes of the general population in Saudi Arabia toward lung cancer screening, and it revealed that most participants were willing to undergo testing if invited by the Ministry of Health or their doctor, even though many believed the survival chances after early detection were poor.",Compound-Complex Sentence
34795925,"More than one-third of patients with suspected lung cancer in the Netherlands underwent surgery without preoperative histological confirmation, and although IOD rates varied significantly between hospitals, they were lower for larger tumors and more extensive surgeries like pneumonectomy.",Compound-Complex Sentence
39353233,"BW sequencing classified 36.8% of patients as having lung cancer and achieved a sensitivity of 
75% in necrotic tumors, and these results demonstrate that BW sequencing is a viable,
 non-invasive diagnostic alternative to more invasive procedures for early-stage lung cancer",Compound-Complex Sentence
34254909,"COVID-19 is considered the most challenging current disease, and lung cancer is also the leading cause of death globally, as these two malignancies are highly complex in terms of diagnostic and therapeutic approaches, which makes understanding their common shared aberrations difficult.",Compound-Complex Sentence
36289032,"Increased utilization of stereotactic body radiation therapy (SBRT) significantly increased 
the proportion of patients receiving curative therapy for early-stage NSCLC,
 and it was associated with an improvement in mortality.",Compound-Complex Sentence
34318357,"Eight studies involving 88,743 cases were included, and the incidence of lung cancer increased with decreasing FEV(1), whereas MR analysis showed no causality between FEV(1) and lung cancer risk.",Compound-Complex Sentence
38002256,"Exosomes play a significant role in lung cancer metastasis by facilitating intercellular communication and preparing metastatic niches, and exosomal microRNAs, as key components of exosome cargo, are emerging as promising therapeutic targets, which underscores the need for further research to understand their mechanisms and develop targeted treatments.",Compound-Complex Sentence
37680668,"Spontaneous regression (SR) of small cell lung cancer (SCLC), an extremely rare phenomenon, was observed in a patient with anti-P/Q-type voltage-gated calcium channel (VGCC) antibody-positive Lambert-Eaton myasthenic syndrome (LEMS), suggesting that an autoimmune response induced by VGCC antibodies may contribute to tumor regression and providing insights into mechanisms that inhibit tumor growth.",Compound-Complex Sentence
35273138,"An 87-year-old patient with a history of tobacco abuse and no prior medication presented with two skin nodules, and the excisional biopsy revealed metastatic small cell lung cancer, which was confirmed by chest X-ray and CT scan, while chemotherapy was initiated, but the patient died in the Intensive Care Unit before completing treatment.",Compound-Complex Sentence
38410233,"Accurate prediction of VPI status before surgery can provide guidance for the selection of clinical operation and postoperative treatment, while emerging technologies such as radiomics and deep learning show great potential for improving diagnostic accuracy.",Compound-Complex Sentence
36984548,"This study identified key modules of immune cell infiltration (ICI) and immune cell-associated differential genes using lung cancer microarray data, and the results revealed that four hub genes—CENPF, AURKA, PBK, and CCNB1—are associated with improved overall survival in lung adenocarcinoma patients, suggesting their potential as cancer suppressor genes and therapeutic targets.",Compound-Complex Sentence
38357789,"Lung cancer screening was more prevalent among adults with disabilities in self-care, independent living, and cognitive impairment compared to those without such disabilities, but the prevalence rates did not significantly differ across groups with varying disability counts, which underscores the need for further research to evaluate the clinical benefits and risks of screening in this population.",Compound-Complex Sentence
34084280,"AIM2 expression was higher in lung-recruited dendritic cells and macrophages in smoking mice, 
and higher AIM2 levels in non-cancerous tissue of smoking COPD adenocarcinoma patients were 
correlated with a higher hazard ratio of poor survival.",Compound-Complex Sentence
33461009,"In this paper, we build several survival prediction models using deep learning techniques to tackle both cancer survival classification and regression problems, and we also conduct feature importance analysis to understand how lung cancer patients' relevant factors impact their survival periods, which allows us to identify an approach to estimate survivability that is commonly and practically appropriate for medical use.",Compound-Complex Sentence
36623741,"Despite the high mortality rate and limited treatment options for lung cancer, we developed RGD receptor-targeted PLGA nanoparticles for controlled and targeted co-delivery of cisplatin and upconversion nanoparticles, and while these nanoparticles demonstrated promising therapeutic effects, their safety and efficacy were confirmed through pharmacokinetic studies and histopathological analysis.",Compound-Complex Sentence
34865516,"Next-generation sequencing (NGS) demonstrated high concordance (70-99%) and sensitivity (86-100%) compared to single-gene testing, while liquid biopsy (LBx) showed specificity (43-100%) and sensitivity (≥60%) comparable to tissue biopsy (TBx), which suggests that NGS and LBx may be cost-effective and efficient options for initial biomarker testing in non-small-cell lung cancer",Compound-Complex Sentence
39359126,"Overall survival was significantly longer in the sublobar resection group than in the lobectomy group, 
and these findings suggest that the risk of death from other diseases is potentially 
higher after lobectomy",Compound-Complex Sentence
33811578,"Elevated IL-17A levels in lung cancer tissues, especially among smokers, correlate with EMT induction,
 and mechanistic studies reveal that IL-17A promotes TS-induced EMT by upregulating ΔNp63α, 
which transcriptionally increases miR-19 expression and alters EMT-associated biomarkers.",Compound-Complex Sentence
39170842,"The patient showed an excellent initial response to their NSCLC treatment, but later presented with PC that was shown by FDG-avid ascites and a soft tissue mass in the pelvic area, which demonstrated the value of (18) F-FDG PET/CT in diagnosing PC.
",Compound-Complex Sentence
32197974,"MTT and colony formation assays were used to analyze the proliferation of lung cancer cells in the presence of DRIA treatment, and the results showed that DRIA dose-dependently inhibited cell proliferation, while enzyme-linked immunosorbent assay revealed that DRIA reduced interleukin-6 (IL-6) and interleukin-8 (IL-8) levels.",Compound-Complex Sentence
38312575,"The bibliometric analysis revealed exponential growth in publications from 2019 to 2023, and it identified four main research themes, while also highlighting the increasing focus on the immune microenvironment and mitochondrial dysfunction.",Compound-Complex Sentence
32439505,"A total of 2,103 patients were screened, and logistic regression modeling showed that presence of a nodule and the site of lung cancer screening were predictive of adherence, while significant variation in screening adherence across the eight sites ranged from 63% to 94% at T1 and 52% to 82% at T2.",Compound-Complex Sentence
34026602,"We identified several studies at each point of patient's care, including detection and classification of lung nodules, determination of histology and genomic factors, and treatment outcomes predictions, while we also reported the methodology of those studies and discussed their limitations and progress to be made for clinical routine applications.",Compound-Complex Sentence
36752515,"Anatomical resection following ipsilateral lobectomy, though associated with a high frequency of intraoperative and postoperative complications, results in a 5-year overall survival rate comparable to that of patients without prior lobectomy, particularly for those with c-stage I non-small-cell lung cancer (NSCLC).",Compound-Complex Sentence
32239719,"Lung cancer ranks as the most frequently diagnosed cancer, and despite increasing research, there are still unresolved mysteries in its molecular mechanism because the role of long noncoding RNA SNHG11 in lung cancer progression remains unclear.",Compound-Complex Sentence
36934804,"The cohort included 3,751,348 adults, among whom 18,627 received a diagnosis of lung cancer, and incidence rates among adults who have never used tobacco were relatively constant, which highlights the need for further investigation into the cause of lung cancer in this group.",Compound-Complex Sentence
35582735,"This sentence links two key points: the benefit of LDCT in reducing lung cancer mortality and the issue of its underuse. The use of ""yet"" highlights the contrast between its effectiveness and its low adoption rate.",Compound-Complex Sentence
37570067,"This study aimed to develop an NLC formulation loaded with Gefitinib and Azacitidine for the treatment of metastatic-resistant lung cancer, and the prepared formulations exhibited nanoscale size and negative zeta potential values while demonstrating safety for therapeutic use and potential advantages in treating resistant cancer cells.",Compound-Complex Sentence
35898878,"Cachexia in lung cancer patients is associated with shorter survival times and is predicted by factors such as disease stage, serum albumin levels, and anemia, while nomograms developed in this study accurately predict both the occurrence of cachexia and its prognosis, offering valuable tools for clinical decision-making.",Compound-Complex Sentence
37936491,"Although lung cancer is treated by the highest number of therapeutic options, including molecular-targeted therapy and treatment with immune checkpoint inhibitors (ICI), the benefits are based on multiple large-scale sequencing studies, translational research, and new drug development, and clinical results suggest that recently established therapies target distinct lung cancer proportions, particularly between the EGFR/ALK and PD-1/PD-L1-positive subsets.
",Compound-Complex Sentence
39302237,"Lung cancer in women is a global health crisis, and cigarette smoking remains the most important risk factor, although some data suggest sex-based differences in the disease, which highlights the need for more research to address these gaps.",Compound-Complex Sentence
35368924,geographical and economic inequality in lung cancer,Incomplete Sentence
39313774,significant differences in the incidence and mortality of lung cancer,Incomplete Sentence
33841967,high FGF19 expression,Incomplete Sentence
34806061,random-effects meta-analysis,Incomplete Sentence
35601926,in implementing LDCT screening across Europe,Incomplete Sentence
34164221,evaluation of circulating tumor cells,Incomplete Sentence
39117541,patient burden,Incomplete Sentence
31823207,Ground-glass opacity challenges.,Incomplete Sentence
32191390,after 1:1 PSM matching,Incomplete Sentence
34298629,"upregulated in vesicles from cancer patients, and was reduced in vesicles from lung cancer patients",Incomplete Sentence
33279803,P. gingivalis infection in lung carcinoma tissues,Incomplete Sentence
38203736,csGRP78-targeted CAR,Incomplete Sentence
39831237,identified with comorbid SMI as defined ,Incomplete Sentence
35355607,With promising results,Incomplete Sentence
35545892,In the context of modern applications,Incomplete Sentence
38975368,severe presentation of SVC syndrome,Incomplete Sentence
38798230,"The positive rate of LDCT screening in the thin-slice scanning group
 was significantly higher than that in the thick-slice scanning group
 (20.1% vs. 14.4%, p < 0.001)",Incomplete Sentence
34815255,"Including a candidate SNP rs2298110, which may promote CH by
 increasing expression of a potential leukemia promoter gene OTUD3.",Incomplete Sentence
37259333,our findings may provide a new ,Incomplete Sentence
38022658,potential biomarkers for predicting,Incomplete Sentence
39001490,which may promote CH by ,Incomplete Sentence
34090445,Higher expression level of FOXH1 was observed,Incomplete Sentence
35323350,The focus of this review is to highlight,Incomplete Sentence
35671769,"In this review, we provide a concise history of the use",Incomplete Sentence
38834983,Provides a cost-effective approach,Incomplete Sentence
38188678,Reduced A549 cell migration and invasion,Incomplete Sentence
33791201,The biological proces,Incomplete Sentence
33473101,A promising therapeutic approach for lung cancer treatment,Incomplete Sentence
34094568,Is an effective treatment,Incomplete Sentence
35181624,Circ HIPK2 promoted,Incomplete Sentence
34866109,A promising natural extract for lung cancer treatment,Incomplete Sentence
39899772,Challenges in advancing immunotherapy for SCLC,Incomplete Sentence
37885353,There is lack of systematic and large-scale characterization,Incomplete Sentence
38721157,incidental lesions,Incomplete Sentence
36730302,Achieved 83.4% accuracy,Incomplete Sentence
36181245,Clinical analyses indicate,Incomplete Sentence
35027025,GLP2-GLP2R signaling in cellular sensitivity,Incomplete Sentence
35335884,Nanomicelle-microsphere composite construction,Incomplete Sentence
37207158,Is the deadliest cancer,Incomplete Sentence
39938402,targeted delivery of cytotoxic payloads directly to cancer cells,Incomplete Sentence
33246109,Did not induce apoptosis,Incomplete Sentence
36311430,silibinin conjugated gold nanoparticles with pH responsive release,Incomplete Sentence
32885910,lung cancer biomarker testing,Incomplete Sentence
35609720,molecular subtyping,Incomplete Sentence
32620417,Bacterial and fungal microbiota of the bronchi,Incomplete Sentence
40025644,The relationship between depression and lung cancer risk,Incomplete Sentence
34616430,Involved in protein metabolism,Incomplete Sentence
39939186,mortality rates,Incomplete Sentence
36147909,particularly vascular disease and heart disease,Incomplete Sentence
33425756,brain metastasis of lung cancer cells,Incomplete Sentence
32314789,Inhibits lung cancer progression by down-regulating CD47,Incomplete Sentence
38581618,Tailored therapies for lung cancer,Incomplete Sentence
38581997,local optima,Incomplete Sentence
38540176,Is linked to poor prognosis,Incomplete Sentence
33594317,Anti-PD-1 was administered,Incomplete Sentence
33395025,psychological determinants of screening uptake,Incomplete Sentence
34899236,Nanoparticle-based drug and small interfering RNA delivery systems,Incomplete Sentence
37708874,molecular targets for gene therapy in lung cancer,Incomplete Sentence
33447415,Was responsible for 82.8% of cases,Incomplete Sentence
39343796,immune checkpoint interactions,Incomplete Sentence
33912419,multiple pulmonary nodules,Incomplete Sentence
37707961,Deletion of FIH in lung cancer cells,Incomplete Sentence
32983146,Regulate immunity in lung cancer,Incomplete Sentence
38694786,Exosomal RNAs as lung cancer biomarkers,Incomplete Sentence
34440422,Exosomal miR-210’s role in lung cancer progression,Incomplete Sentence
37606144,Higher radon levels in countryside houses,Incomplete Sentence
35004997,A mixed tumor as the primary lesion,Incomplete Sentence
34076231,video-assisted thoracoscopic surgery,Incomplete Sentence
38057851,Lung cancer organoids: a promising tool for drug testing,Incomplete Sentence
38539203,endoplasmic reticulum (ER) stress,Incomplete Sentence
38156114,mortality-related risk factors of lung cancer,Incomplete Sentence
34953057,high miR-192 expression,Incomplete Sentence
38566036,It is confirmed that activating STING,Incomplete Sentence
37006052,Was on the unimodal information,Incomplete Sentence
34566424,for prediction of platinum-based chemotherapy prognosis,Incomplete Sentence
39199596,Mitochondrial dynamics in lung cancer,Incomplete Sentence
39534495,Is dedicated to lung cancer palliative care essentials,Incomplete Sentence
37890388,Accurately detecting MISCs from �5 _l of blood,Incomplete Sentence
37927354,Exhibited a minimal response to ALK inhibitor therapy,Incomplete Sentence
36428657,tumor imaging,Incomplete Sentence
35412401,Enhances gemcitabine's anticancer effects,Incomplete Sentence
38561776,Liquid biopsies for lung cancer,Incomplete Sentence
34909394,synergy of this interaction,Incomplete Sentence
37016707,cumulative radiation exposure,Incomplete Sentence
31583690,increased lung cancer incidence,Incomplete Sentence
38001643,tumor growth,Incomplete Sentence
33995823,resulting in the enhancement of Pol III transcription,Incomplete Sentence
38473286,Benefits of physiotherapy for lung cancer patients,Incomplete Sentence
38908669,cell cycle transition,Incomplete Sentence
34503432,Linalool targeting lung cancer biomarkers,Incomplete Sentence
36518665,Without compromising efficiency,Incomplete Sentence
36424413,Were efficiently ingested by lung cancer cells,Incomplete Sentence
34901134,diagnostic value of imaging,Incomplete Sentence
39536404,Projected to rise from 2.48 million new cases,Incomplete Sentence
35690284,Cisplatin-resistant A-549 cells were developed,Incomplete Sentence
32670271,predictors of response to medical treatment,Incomplete Sentence
34738622,Remains clinically silent,Incomplete Sentence
36444401,Were detected,Incomplete Sentence
38074205,Was successfully treated using pericardiocentesis,Incomplete Sentence
34584377,high intratumoral heterogeneity,Incomplete Sentence
39512339,Is a pivotal treatment for lung cancer,Incomplete Sentence
38067205,Suggests lamin functions affect cancer biology,Incomplete Sentence
32670710,qualitative categorical scoring system,Incomplete Sentence
37104132,Would like to analyze data,Incomplete Sentence
40013371,"anticancer activity, especially for lung cancer",Incomplete Sentence
37513953,novel micro-technology-based biosensing devices,Incomplete Sentence
39409891,FBXO11-mediated ZEB1 degradation,Incomplete Sentence
37373532,Developed a non-PCR,Incomplete Sentence
35995139,early detection of lung cancer,Incomplete Sentence
34164283,nodule management,Incomplete Sentence
38425340,Shrank but then progressed,Incomplete Sentence
38472943,Was correlated with lymph node metastasis,Incomplete Sentence
35080738,racial disparities in lung cancer treatment,Incomplete Sentence
33129326,upregulated in lung tumor tissue,Incomplete Sentence
37367577,Identified 302 patients,Incomplete Sentence
38225586,Have shown that pyroptosis,Incomplete Sentence
32847562,without significantly reducing all-cause mortality,Incomplete Sentence
33523599,Increased the expression of caspase-3,Incomplete Sentence
39351363,Low-dose computed tomography screening,Incomplete Sentence
39552871,Was detected >5 years after,Incomplete Sentence
34837899,Affects the improvement of anxiety,Incomplete Sentence
37810266,After the hypothesized highest level of MPOWER tobacco policies implementation,Incomplete Sentence
34110522,immune checkpoint inhibitors,Incomplete Sentence
33968710,Is the only radiological method that demonstrates to have mortality benefits,Incomplete Sentence
33945184,Elevated distress linked with advanced cancer stage,Incomplete Sentence
36052975,Did not statistically differ between the arms,Incomplete Sentence
39862291,fluorescence-guided lung cancer resection,Incomplete Sentence
33521370,radiation dose,Incomplete Sentence
35330197,tactile information,Incomplete Sentence
37541584,Lymphatic drainage of lung tumors,Incomplete Sentence
37173789,Were conducted based on histological type,Incomplete Sentence
35580613,in surgically resected primary tumors and nontumor lung tissues,Incomplete Sentence
33287938,Promoting PC-9 cell apoptosis,Incomplete Sentence
32729207,Pulmonary toxicities of lung cancer therapies,Incomplete Sentence
37046197,"Hence, in the present study",Incomplete Sentence
36250328,Was 58.4%,Incomplete Sentence
36726419,memory storage,Incomplete Sentence
38661323,polygenic risk score (PRS),Incomplete Sentence
33145087,quantify intralesional heterogeneity,Incomplete Sentence
35002383,mannitol microcarriers as a promising drug delivery system,Incomplete Sentence
39262464,Is still unknown,Incomplete Sentence
35949178,risk probability of depression in patients with lung cancer,Incomplete Sentence
39444854,Must be considered,Incomplete Sentence
36435265,by linkage with state cancer registries,Incomplete Sentence
32847991,Due to the limited numbers of exposed women,Incomplete Sentence
38334800,significant risk factor for postoperative complications,Incomplete Sentence
38349828,The impact and interdependence of lung cancer on CVD,Incomplete Sentence
32166972,pharmacological treatment and psychotherapy,Incomplete Sentence
36831011,high IDH2 expression,Incomplete Sentence
34196651,association of neuronal autoantibodies with cognitive deficits,Incomplete Sentence
36895164,mortality reduction,Incomplete Sentence
36959600,Quercetin-induced cell death,Incomplete Sentence
38391039,Deemed feasible,Incomplete Sentence
34496775,"Eligible 52,472 patients",Incomplete Sentence
35706990,sparse logistic regression models,Incomplete Sentence
36551878,with multiple alignments of the TFs' target gene sequences,Incomplete Sentence
36456358,pathologic nodal upstaging,Incomplete Sentence
39165824,Revealed lung cancer,Incomplete Sentence
39307926,Challenges in ART implementation,Incomplete Sentence
32354900,tumoricidal effects,Incomplete Sentence
32993570,Awareness interventions are required,Incomplete Sentence
34189927,postsurgery hospital stay length,Incomplete Sentence
37035154,Patient-derived tumor xenograft model,Incomplete Sentence
34441975,postoperative pain,Incomplete Sentence
33408336,Enhanced PE turnover,Incomplete Sentence
37923993,a negative impact on lung-cancer survival,Incomplete Sentence
39597826,pro-inflammatory factors such as HIF-1α,Incomplete Sentence
34679529,The combination of MARS staining,Incomplete Sentence
35127511,non-invasive manner,Incomplete Sentence
38646428,combating tumor hypoxia,Incomplete Sentence
34897815,Lung tumor-derived exosomes conveying molecular information,Incomplete Sentence
37092044,Is squamous cell carcinoma,Incomplete Sentence
34976626,Lung cancer screening enrollment,Incomplete Sentence
34925645,TF_based genomic model,Incomplete Sentence
36300906,By adopting a qualitative descriptive approach,Incomplete Sentence
35036260,measured before hospitalization,Incomplete Sentence
35065344,WSI-based immunohistochemical feature prediction system,Incomplete Sentence
32009442,multiple lung cancers found simultaneously,Incomplete Sentence
33517491,advanced disease,Incomplete Sentence
33832481,expression of POU2F2,Incomplete Sentence
36769528,Artificial neural networks in lung cancer research,Incomplete Sentence
34405009,an in situ lung cancer model,Incomplete Sentence
37866667,fostering precision medicine,Incomplete Sentence
33149573,The use of zinc oxide nanoparticles,Incomplete Sentence
36866538,resulting in a decrease in Nrf2,Incomplete Sentence
39768319,in the Pulmonology Department,Incomplete Sentence
33656837,This positive association was more apparent in men,Incomplete Sentence
35677665,Based on pathophysiological features,Incomplete Sentence
32885348,These techniques of PV elongation,Incomplete Sentence
39026211,potential predictive roles for immune cell subsets,Incomplete Sentence
34359807,reducing the viability of lung cancer cell lines,Incomplete Sentence
37166799,Demonstrating a potential opportunity,Incomplete Sentence
33111544,Indicate a need for,Incomplete Sentence
39371785,Among 92 patients,Incomplete Sentence
38649728,Estimates of exposure determined,Incomplete Sentence
35707369,Might be the main players in these processes,Incomplete Sentence
35574541,Greater burden of comorbidities,Incomplete Sentence
34432217,Aimed to investigate the association of oral microbiome,Incomplete Sentence
36814555,aberrant miRNA expression,Incomplete Sentence
36939545,Robotic bronchoscopy in lung cancer diagnosis,Incomplete Sentence
36143834,correlation between exposure and incidence,Incomplete Sentence
35484621,A rationale to develop,Incomplete Sentence
35244906,Was adenocarcinoma,Incomplete Sentence
35763382,LINC00116 and lung cancer prognosis,Incomplete Sentence
37944369,Linked to rescue surgery,Incomplete Sentence
38573879,lncRNA CASC2 and CASC7,Incomplete Sentence
35223529,KIF5B-RET rearrangement,Incomplete Sentence
32893296,Defined as solid tumors,Incomplete Sentence
37627067,When conventional therapies are no longer effective,Incomplete Sentence
32953539,Imaging tests,Incomplete Sentence
35815288,cancer tissue,Incomplete Sentence
38303563,Calnexin as a biomarker for lung cancer,Incomplete Sentence
36679179,a new smart nano-drug delivery system,Incomplete Sentence
36191633,Were associated with this outcome,Incomplete Sentence
40050130,functional information,Incomplete Sentence
35433472,aberrant activation of HH signaling,Incomplete Sentence
34252039,invasive biopsies,Incomplete Sentence
35731234,optimistic patient-oncologist communication,Incomplete Sentence
33042617,Inhibits lung cancer cell growth,Incomplete Sentence
